idx,target,base_pred,error_type,taxonomy,dominant_pattern,yes_vote_count,known_vote_count,project,cwe,char_len,line_count,retrieval_top1_score,retrieval_pos_neg_margin_max,author_no_yes_correct,author_no_yes_pred,base_correct,best_ensemble_correct,best_ensemble_pred,bounds_keyword_count,error_handling_keyword_count,length_bucket,lifecycle_keyword_count,memory_api_count,method_pattern,null_keyword_count,old_rag_correct,old_rag_pred,patch_contrast_correct,patch_contrast_pred,positive_weighted_rag_correct,positive_weighted_rag_pred,repair_signal,retrieval_bucket,token_len_approx,yes_only_correct,yes_only_pred,zero_shot_correct,zero_shot_pred
220021,0,1,FP,yes_prior_consensus_false_positive,bounds,6,7,tensorflow,CWE-190,5527,132,0.9590068459510803,0.0033107399940490723,0,1,0,0,1,2,0,long_5k_10k,1,0,near_consensus_yes,0,1,0,0,1,0,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,1073,0,1,0,1
220100,0,1,FP,risky_pattern_false_alarm:error_handling,error_handling,4,7,linux,CWE-909,1686,78,0.9666721224784851,0.0028592944145202637,0,1,0,0,1,0,21,short_<2k,1,1,method_disagreement,2,0,1,1,0,1,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,408,1,0,0,1
220168,0,1,FP,yes_prior_consensus_false_positive,bounds,7,7,tensorflow,CWE-401,5125,104,0.9367724657058716,0.004166901111602783,0,1,0,0,1,11,10,long_5k_10k,6,2,all_methods_yes,1,0,1,0,1,0,1,repair_present_override_candidate:bounds_or_shape_check,retrieval_low_margin,1067,0,1,0,1
220201,0,1,FP,risky_pattern_false_alarm:error_handling,error_handling,4,7,tensorflow,CWE-125,2328,68,0.9549214839935303,0.002110421657562256,0,1,0,0,1,4,7,medium_2k_5k,0,1,method_disagreement,3,1,0,1,0,1,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,521,0,1,0,1
220442,0,1,FP,yes_prior_consensus_false_positive,bounds,7,7,mruby,CWE-476,878,42,0.9425991773605347,0.007182121276855469,0,1,0,0,1,11,5,short_<2k,0,0,all_methods_yes,0,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,248,0,1,0,1
220449,0,1,FP,yes_prior_consensus_false_positive,error_handling,7,7,tensorflow,CWE-354,4232,92,0.9656845331192017,0.0017314553260803223,0,1,0,0,1,0,2,medium_2k_5k,0,0,all_methods_yes,0,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,890,0,1,0,1
220463,0,1,FP,risky_pattern_false_alarm:error_handling,error_handling,4,7,tensorflow,CWE-476,2769,64,0.9284628629684448,0.0033898353576660156,0,1,0,0,1,0,8,medium_2k_5k,0,2,method_disagreement,0,1,0,1,0,1,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,526,0,1,0,1
220804,0,1,FP,yes_prior_consensus_false_positive,bounds,7,7,tensorflow,CWE-787,2361,61,0.9550420045852661,0.0031906962394714355,0,1,0,0,1,6,0,medium_2k_5k,0,0,all_methods_yes,0,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,467,0,1,0,1
220841,0,1,FP,risky_pattern_false_alarm:error_handling,error_handling,5,7,tensorflow,CWE-369,2700,66,0.947236180305481,0.00287550687789917,0,1,0,0,1,0,2,medium_2k_5k,0,0,method_disagreement,0,0,1,1,0,1,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,631,0,1,0,1
220909,0,0,correct,correct,error_handling,0,7,tensorflow,CWE-617,1185,42,0.9167453646659851,0.007836639881134033,1,0,1,1,0,0,11,short_<2k,0,0,all_methods_no,1,1,0,1,0,1,0,no_repair_verifier_candidate,retrieval_low_margin,296,1,0,1,0
220924,0,1,FP,yes_prior_consensus_false_positive,bounds,7,7,gpac,CWE-476,16655,541,0.9643875956535339,0.0061896443367004395,0,1,0,0,1,33,21,very_long_10k_plus,0,17,all_methods_yes,4,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,3694,0,1,0,1
221079,0,1,FP,yes_prior_consensus_false_positive,error_handling,7,7,gpac,CWE-120,1731,49,0.9593364000320435,-0.0004793405532836914,0,1,0,0,1,0,5,short_<2k,1,0,all_methods_yes,0,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,412,0,1,0,1
221123,0,1,FP,yes_prior_consensus_false_positive,bounds,7,7,tensorflow,CWE-416,4663,94,0.953524649143219,0.0004781484603881836,0,1,0,0,1,11,7,medium_2k_5k,3,2,all_methods_yes,1,0,1,0,1,0,1,repair_present_override_candidate:bounds_or_shape_check,retrieval_low_margin,978,0,1,0,1
221160,0,1,FP,yes_prior_consensus_false_positive,error_handling,7,7,gpac,CWE-415,2707,84,0.9602817296981812,0.0035380125045776367,0,1,0,0,1,11,12,medium_2k_5k,0,0,all_methods_yes,4,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,650,0,1,0,1
221413,0,1,FP,risky_pattern_false_alarm:error_handling,error_handling,5,7,linux,CWE-862,1161,43,0.9523025155067444,0.005227863788604736,0,1,0,0,1,0,1,short_<2k,0,0,method_disagreement,0,0,1,0,1,1,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,278,1,0,0,1
221428,0,1,FP,risky_pattern_false_alarm:error_handling,error_handling,5,7,tensorflow,CWE-617,1679,40,0.9359503984451294,0.006881415843963623,0,1,0,0,1,0,10,short_<2k,0,0,method_disagreement,4,0,1,1,0,1,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,389,0,1,0,1
221631,0,0,correct,correct,bounds,0,7,tensorflow,CWE-754,2739,61,0.9504196643829346,0.0,1,0,1,1,0,11,6,medium_2k_5k,0,0,all_methods_no,0,1,0,1,0,1,0,no_repair_verifier_candidate,retrieval_low_margin,626,1,0,1,0
221651,0,0,correct,correct,error_handling,0,7,hermes,CWE-843,2034,64,0.9304217100143433,0.006906986236572266,1,0,1,1,0,0,15,medium_2k_5k,0,0,all_methods_no,1,1,0,1,0,1,0,no_repair_verifier_candidate,retrieval_low_margin,346,1,0,1,0
221678,0,1,FP,yes_prior_consensus_false_positive,error_handling,7,7,e2guardian,CWE-295,3911,122,0.9269136190414429,0.01042938232421875,0,1,0,0,1,1,38,medium_2k_5k,1,1,all_methods_yes,12,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_pos_margin,792,0,1,0,1
222666,0,1,FP,yes_prior_consensus_false_positive,error_handling,6,7,tmate-ssh-server,CWE-362,2025,73,0.9530565738677979,0.01491236686706543,0,1,0,0,1,0,5,medium_2k_5k,0,0,near_consensus_yes,0,0,1,0,1,1,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_pos_margin,421,0,1,0,1
222737,0,1,FP,yes_prior_consensus_false_positive,bounds,7,7,pjproject,CWE-125,7585,231,0.9508480429649353,0.004028499126434326,0,1,0,0,1,14,11,long_5k_10k,2,0,all_methods_yes,4,0,1,0,1,0,1,no_repair_verifier_candidate,retrieval_low_margin,1913,0,1,0,1
222739,0,1,FP,yes_prior_consensus_false_positive,error_handling,7,7,gpac,CWE-476,4475,162,0.9629817008972168,0.009428143501281738,0,1,0,0,1,4,19,medium_2k_5k,0,4,all_methods_yes,2,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,1014,0,1,0,1
222906,0,0,correct,correct,error_handling,0,7,tensorflow,CWE-787,601,15,0.936476469039917,0.0005115270614624023,1,0,1,1,0,0,4,short_<2k,0,0,all_methods_no,1,1,0,1,0,1,0,no_repair_verifier_candidate,retrieval_low_margin,118,1,0,1,0
222925,0,0,correct,correct,bounds,0,7,tensorflow,CWE-617,2055,49,0.9212559461593628,0.002022981643676758,1,0,1,1,0,8,3,medium_2k_5k,0,0,all_methods_no,0,1,0,1,0,1,0,no_repair_verifier_candidate,retrieval_low_margin,442,1,0,1,0
223089,0,1,FP,yes_prior_consensus_false_positive,error_handling,7,7,ImageMagick,CWE-190,8029,257,1.0,0.011409521102905273,0,1,0,0,1,38,52,long_5k_10k,0,4,all_methods_yes,18,0,1,0,1,0,1,no_repair_verifier_candidate,retrieval_pos_margin,1847,0,1,0,1
223368,0,1,FP,risky_pattern_false_alarm:error_handling,error_handling,2,7,pcre2,CWE-125,22737,734,0.9262903928756714,0.007847905158996582,1,0,0,0,1,3,23,very_long_10k_plus,0,0,method_disagreement,11,1,0,0,1,1,0,no_repair_verifier_candidate,retrieval_low_margin,5051,1,0,1,0
223728,0,1,FP,risky_pattern_false_alarm:error_handling,error_handling,2,7,tensorflow,CWE-476,4724,121,0.9268399477005005,0.00521320104598999,1,0,0,0,1,1,17,medium_2k_5k,2,0,method_disagreement,2,1,0,1,0,1,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,940,1,0,0,1
224153,0,1,FP,risky_pattern_false_alarm:error_handling,error_handling,5,7,tensorflow,CWE-908,3946,93,0.9304990768432617,0.0007904767990112305,0,1,0,0,1,0,5,medium_2k_5k,0,2,method_disagreement,1,1,0,0,1,1,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,759,0,1,0,1
224154,0,1,FP,risky_pattern_false_alarm:bounds,bounds,5,7,mruby,CWE-476,1318,59,0.9120312929153442,0.0025893449783325195,1,0,0,0,1,18,2,short_<2k,0,0,method_disagreement,0,1,0,0,1,0,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,357,0,1,0,1
224181,0,1,FP,risky_pattern_false_alarm:bounds,bounds,5,7,tensorflow,CWE-843,1181,32,0.9479848742485046,0.0014670491218566895,0,1,0,0,1,1,1,short_<2k,1,0,method_disagreement,1,1,0,0,1,1,0,no_repair_verifier_candidate,retrieval_low_margin,259,0,1,0,1
224192,0,0,correct,correct,bounds,1,7,mruby,CWE-125,3896,178,0.9405497312545776,0.0,1,0,1,1,0,8,0,medium_2k_5k,0,0,near_consensus_no,0,0,1,1,0,1,0,no_repair_verifier_candidate,retrieval_low_margin,1009,1,0,1,0
224208,0,1,FP,yes_prior_consensus_false_positive,error_handling,7,7,uWebSockets,CWE-787,2571,62,0.9465688467025757,0.005046844482421875,0,1,0,0,1,1,3,medium_2k_5k,1,0,all_methods_yes,0,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,468,0,1,0,1
224277,0,1,FP,risky_pattern_false_alarm:error_handling,error_handling,4,7,flatpak,CWE-20,10472,276,0.9703056216239929,0.006871700286865234,0,1,0,0,1,0,34,very_long_10k_plus,1,0,method_disagreement,5,1,0,1,0,1,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,2168,0,1,0,1
224281,0,1,FP,yes_prior_consensus_false_positive,error_handling,7,7,squid,CWE-400,11400,338,0.9499983787536621,0.0142669677734375,0,1,0,0,1,19,33,very_long_10k_plus,1,8,all_methods_yes,15,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_pos_margin,1960,0,1,0,1
224472,0,1,FP,yes_prior_consensus_false_positive,error_handling,7,7,gpac,CWE-415,1840,84,0.9576780796051025,0.005679607391357422,0,1,0,0,1,4,5,short_<2k,0,1,all_methods_yes,1,0,1,0,1,0,1,no_repair_verifier_candidate,retrieval_low_margin,596,0,1,0,1
224570,0,1,FP,yes_prior_consensus_false_positive,error_handling,7,7,tensorflow,CWE-843,3248,87,0.9754899740219116,-3.9458274841308594e-05,0,1,0,0,1,0,6,medium_2k_5k,0,0,all_methods_yes,1,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,759,0,1,0,1
224728,0,1,FP,yes_prior_consensus_false_positive,error_handling,7,7,gpac,CWE-415,2479,76,0.955898642539978,0.005014538764953613,0,1,0,0,1,0,3,medium_2k_5k,0,0,all_methods_yes,0,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,504,0,1,0,1
224862,0,1,FP,yes_prior_consensus_false_positive,bounds,6,7,tensorflow,CWE-190,6906,131,0.9523455500602722,0.00843900442123413,0,1,0,0,1,14,4,long_5k_10k,0,0,near_consensus_yes,1,1,0,0,1,0,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,1241,0,1,0,1
224891,0,1,FP,yes_prior_consensus_false_positive,bounds,7,7,tensorflow,CWE-125,7747,152,0.9698425531387329,0.004746079444885254,0,1,0,0,1,3,1,long_5k_10k,0,0,all_methods_yes,1,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,1327,0,1,0,1
224964,0,0,correct,correct,error_handling,0,7,flatpak,CWE-276,3627,96,0.9340403079986572,0.0071863532066345215,1,0,1,1,0,0,63,medium_2k_5k,0,0,all_methods_no,25,1,0,1,0,1,0,no_repair_verifier_candidate,retrieval_low_margin,465,1,0,1,0
225062,0,0,correct,correct,error_handling,0,7,postgres,CWE-522,47132,1623,0.9400221109390259,0.006590843200683594,1,0,1,1,0,27,193,very_long_10k_plus,29,8,all_methods_no,13,1,0,1,0,1,0,no_repair_verifier_candidate,retrieval_low_margin,9095,1,0,1,0
225086,0,0,correct,correct,error_handling,0,7,tensorflow,CWE-617,722,20,0.9336208701133728,-0.0015153288841247559,1,0,1,1,0,0,5,short_<2k,0,0,all_methods_no,0,1,0,1,0,1,0,no_repair_verifier_candidate,retrieval_low_margin,202,1,0,1,0
225125,0,1,FP,yes_prior_consensus_false_positive,bounds,7,7,tensorflow,CWE-190,5193,117,0.9594714045524597,0.0034638047218322754,0,1,0,0,1,13,3,long_5k_10k,0,0,all_methods_yes,0,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,1001,0,1,0,1
225383,0,1,FP,risky_pattern_false_alarm:bounds,bounds,4,7,v4l2loopback,CWE-134,1518,49,0.9611207246780396,0.002740621566772461,1,0,0,0,1,7,1,short_<2k,0,1,method_disagreement,0,0,1,1,0,0,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,321,0,1,1,0
225473,0,1,FP,risky_pattern_false_alarm:error_handling,error_handling,2,7,tensorflow,CWE-476,508,17,0.9274637699127197,-0.009668111801147461,1,0,0,0,1,0,5,short_<2k,0,0,method_disagreement,1,1,0,0,1,1,0,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,102,1,0,1,0
225547,0,1,FP,risky_pattern_false_alarm:bounds,bounds,5,7,tensorflow,CWE-190,318,10,0.931581974029541,-0.002357780933380127,1,0,0,0,1,5,1,short_<2k,0,0,method_disagreement,0,1,0,0,1,0,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,72,0,1,0,1
225552,0,1,FP,yes_prior_consensus_false_positive,error_handling,6,7,tensorflow,CWE-190,263,8,0.9447267055511475,-0.0007597804069519043,0,1,0,0,1,4,5,short_<2k,0,1,near_consensus_yes,1,0,1,0,1,1,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,56,0,1,0,1
225563,0,1,FP,yes_prior_consensus_false_positive,bounds,7,7,tensorflow,CWE-369,5009,121,0.9650185704231262,-0.0012090802192687988,0,1,0,0,1,9,3,long_5k_10k,0,0,all_methods_yes,3,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,1034,0,1,0,1
225566,0,1,FP,yes_prior_consensus_false_positive,error_handling,7,7,ImageMagick6,CWE-190,8015,259,0.9999998807907104,0.00982201099395752,0,1,0,0,1,38,51,long_5k_10k,0,4,all_methods_yes,18,0,1,0,1,0,1,no_repair_verifier_candidate,retrieval_low_margin,1826,0,1,0,1
226029,0,1,FP,risky_pattern_false_alarm:error_handling,error_handling,5,7,gpac,CWE-476,279,13,0.9431662559509277,0.002764403820037842,1,0,0,0,1,0,3,short_<2k,0,0,method_disagreement,1,0,1,1,0,0,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,90,0,1,0,1
226433,0,1,FP,yes_prior_consensus_false_positive,memory_api,6,7,tensorflow,CWE-476,3181,59,0.9583321213722229,-0.0016922950744628906,0,1,0,0,1,1,1,medium_2k_5k,0,2,near_consensus_yes,0,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,647,1,0,0,1
227022,0,1,FP,yes_prior_consensus_false_positive,error_handling,6,7,weechat,CWE-476,3216,105,0.9251090884208679,0.004722297191619873,0,1,0,0,1,4,32,medium_2k_5k,2,3,near_consensus_yes,15,0,1,0,1,1,0,no_repair_verifier_candidate,retrieval_low_margin,632,0,1,0,1
228563,0,1,FP,yes_prior_consensus_false_positive,bounds,7,7,hhvm,CWE-119,3598,140,0.9301630854606628,0.010402560234069824,0,1,0,0,1,14,14,medium_2k_5k,0,3,all_methods_yes,5,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_pos_margin,938,0,1,0,1
229165,0,1,FP,yes_prior_consensus_false_positive,bounds,7,7,qemu,CWE-787,486,20,0.9633886814117432,-8.893013000488281e-05,0,1,0,0,1,4,3,short_<2k,0,0,all_methods_yes,0,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,115,0,1,0,1
229337,0,1,FP,risky_pattern_false_alarm:error_handling,error_handling,4,7,tensorflow,CWE-476,1966,45,0.9409423470497131,0.014657318592071533,0,1,0,0,1,0,8,short_<2k,1,0,method_disagreement,5,1,0,0,1,1,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_pos_margin,410,1,0,0,1
230147,0,1,FP,yes_prior_consensus_false_positive,error_handling,7,7,glewlwyd,CWE-787,7404,157,0.9434453248977661,0.005967676639556885,0,1,0,0,1,4,49,long_5k_10k,1,5,all_methods_yes,14,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,1299,0,1,0,1
230302,0,1,FP,yes_prior_consensus_false_positive,error_handling,7,7,njs,CWE-703,4486,160,0.9708391427993774,0.010451972484588623,0,1,0,0,1,16,21,medium_2k_5k,15,18,all_methods_yes,2,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_pos_margin,924,0,1,0,1
230394,0,1,FP,yes_prior_consensus_false_positive,error_handling,7,7,pjproject,CWE-703,3343,123,0.93860924243927,0.0013625621795654297,0,1,0,0,1,0,4,medium_2k_5k,3,0,all_methods_yes,0,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,807,0,1,0,1
231012,0,1,FP,yes_prior_consensus_false_positive,error_handling,7,7,mruby,CWE-703,51202,1841,1.000000238418579,-0.005335330963134766,0,1,0,0,1,40,122,very_long_10k_plus,0,0,all_methods_yes,19,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,11258,0,1,0,1
231048,0,1,FP,yes_prior_consensus_false_positive,error_handling,6,7,FreeRTOS-Kernel,CWE-200,2940,58,0.9064436554908752,-0.0006622076034545898,0,1,0,0,1,3,5,medium_2k_5k,0,0,near_consensus_yes,1,0,1,1,0,0,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,450,0,1,0,1
231710,0,1,FP,risky_pattern_false_alarm:bounds,bounds,4,7,mvfst,CWE-703,3434,83,0.9019692540168762,0.004237353801727295,1,0,0,0,1,1,0,medium_2k_5k,0,0,method_disagreement,0,0,1,1,0,1,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,593,0,1,0,1
232287,0,1,FP,yes_prior_consensus_false_positive,error_handling,7,7,libjpeg,CWE-703,5449,151,0.9244685173034668,0.0027399063110351562,0,1,0,0,1,10,13,long_5k_10k,3,0,all_methods_yes,0,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,1178,0,1,0,1
232289,0,1,FP,yes_prior_consensus_false_positive,error_handling,7,7,libjpeg,CWE-703,6336,173,0.9448196887969971,0.005180239677429199,0,1,0,0,1,11,13,long_5k_10k,3,0,all_methods_yes,0,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,1459,0,1,0,1
232329,0,1,FP,yes_prior_consensus_false_positive,error_handling,7,7,gpac,CWE-476,15893,499,0.9635515213012695,0.005853891372680664,0,1,0,0,1,13,51,very_long_10k_plus,1,1,all_methods_yes,9,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,3429,0,1,0,1
232405,0,1,FP,risky_pattern_false_alarm:memory_api,memory_api,4,7,tensorflow,CWE-476,2915,58,0.9493675827980042,0.0026079416275024414,1,0,0,0,1,1,1,medium_2k_5k,0,2,method_disagreement,0,1,0,0,1,1,0,no_repair_verifier_candidate,retrieval_low_margin,564,0,1,0,1
232839,0,1,FP,yes_prior_consensus_false_positive,memory_api,6,7,tensorflow,CWE-703,1205,26,0.9646369218826294,-0.0013327598571777344,0,1,0,0,1,0,1,short_<2k,0,2,near_consensus_yes,0,0,1,0,1,1,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,243,0,1,0,1
233862,0,1,FP,risky_pattern_false_alarm:bounds,bounds,5,7,deark,CWE-369,1471,49,0.9487913846969604,0.0006301999092102051,0,1,0,0,1,1,0,short_<2k,0,0,method_disagreement,0,0,1,1,0,1,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,456,0,1,0,1
233867,0,1,FP,yes_prior_consensus_false_positive,error_handling,7,7,php-src,CWE-476,3633,125,0.9859155416488647,0.026632487773895264,0,1,0,0,1,0,11,medium_2k_5k,0,0,all_methods_yes,4,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_pos_margin,943,0,1,0,1
234731,0,1,FP,yes_prior_consensus_false_positive,error_handling,7,7,linux,CWE-703,4213,148,0.9569805860519409,0.005037069320678711,0,1,0,0,1,0,11,medium_2k_5k,1,1,all_methods_yes,1,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,830,0,1,0,1
234875,0,1,FP,yes_prior_consensus_false_positive,bounds,7,7,ImageMagick,CWE-125,79225,2414,1.0,-0.004742741584777832,0,1,0,0,1,166,140,very_long_10k_plus,4,37,all_methods_yes,39,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,13494,0,1,0,1
235642,0,1,FP,risky_pattern_false_alarm:error_handling,error_handling,5,7,pjproject,CWE-787,1097,42,0.9533566236495972,-0.001208961009979248,0,1,0,0,1,2,4,short_<2k,4,0,method_disagreement,0,1,0,1,0,0,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,273,0,1,0,1
235765,0,1,FP,yes_prior_consensus_false_positive,bounds,7,7,tensorflow,CWE-787,7660,163,0.9539929628372192,0.0031522512435913086,0,1,0,0,1,10,1,long_5k_10k,0,0,all_methods_yes,1,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,1494,0,1,0,1
236125,0,1,FP,yes_prior_consensus_false_positive,bounds,7,7,gpac,CWE-703,339,10,0.9620280861854553,0.0015689730644226074,0,1,0,0,1,4,2,short_<2k,0,0,all_methods_yes,0,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,80,0,1,0,1
237885,0,0,correct,correct,bounds,0,7,lsquic,CWE-269,1305,35,0.9467276930809021,0.00020110607147216797,1,0,1,1,0,3,3,short_<2k,0,0,all_methods_no,0,1,0,1,0,1,0,no_repair_verifier_candidate,retrieval_low_margin,222,1,0,1,0
238322,0,1,FP,risky_pattern_false_alarm:bounds,bounds,4,7,barebox,CWE-200,305,20,0.939910352230072,-0.0016684532165527344,1,0,0,0,1,3,2,short_<2k,1,1,method_disagreement,0,0,1,0,1,1,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,86,1,0,0,1
238803,0,1,FP,yes_prior_consensus_false_positive,error_handling,6,7,vim,CWE-416,18162,684,0.9577686786651611,0.005884289741516113,0,1,0,0,1,12,103,very_long_10k_plus,3,2,near_consensus_yes,43,0,1,1,0,0,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,4309,0,1,0,1
240276,0,1,FP,yes_prior_consensus_false_positive,error_handling,7,7,vim,CWE-787,803,29,0.946467399597168,-0.00331193208694458,0,1,0,0,1,0,5,short_<2k,0,0,all_methods_yes,1,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,205,0,1,0,1
240595,0,1,FP,yes_prior_consensus_false_positive,bounds,7,7,tensorflow,CWE-369,3658,75,0.960565447807312,0.003684103488922119,0,1,0,0,1,14,0,medium_2k_5k,0,0,all_methods_yes,0,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,785,0,1,0,1
241040,0,0,correct,correct,error_handling,1,7,booth,CWE-284,1025,50,0.9564363956451416,0.001924753189086914,0,1,1,1,0,1,10,short_<2k,0,0,near_consensus_no,2,1,0,1,0,1,0,no_repair_verifier_candidate,retrieval_low_margin,268,1,0,1,0
241311,0,0,correct,correct,error_handling,0,7,mruby,CWE-787,273,13,0.951144814491272,-0.9457029700279236,1,0,1,1,0,0,1,short_<2k,0,0,all_methods_no,0,1,0,1,0,1,0,no_repair_verifier_candidate,retrieval_neg_margin,76,1,0,1,0
241369,0,1,FP,risky_pattern_false_alarm:bounds,bounds,3,7,tensorflow,CWE-354,10312,234,0.9436521530151367,0.007905125617980957,0,1,0,0,1,8,3,very_long_10k_plus,2,4,method_disagreement,0,1,0,0,1,1,0,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,1981,1,0,1,0
242619,0,1,FP,risky_pattern_false_alarm:bounds,bounds,3,7,tensorflow,CWE-703,517,17,0.9504944682121277,0.0,1,0,0,0,1,3,1,short_<2k,1,0,method_disagreement,1,1,0,1,0,0,1,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,136,0,1,1,0
242637,0,1,FP,risky_pattern_false_alarm:error_handling,error_handling,5,7,gpac,CWE-703,12031,365,0.9511579275131226,0.004747152328491211,0,1,0,0,1,7,26,very_long_10k_plus,0,2,method_disagreement,4,1,0,0,1,1,0,no_repair_verifier_candidate,retrieval_low_margin,2428,0,1,0,1
242899,0,1,FP,risky_pattern_false_alarm:bounds,bounds,2,7,tensorflow,CWE-125,2578,54,0.9257679581642151,0.004975378513336182,1,0,0,0,1,1,1,medium_2k_5k,0,0,method_disagreement,1,1,0,0,1,1,0,repair_checked_absent_or_irrelevant:bounds_or_shape_check,retrieval_low_margin,464,1,0,1,0
242926,0,1,FP,risky_pattern_false_alarm:error_handling,error_handling,4,7,tensorflow,CWE-20,2303,60,0.9550331830978394,0.0002181529998779297,0,1,0,0,1,8,10,medium_2k_5k,0,0,method_disagreement,0,1,0,0,1,1,0,no_repair_verifier_candidate,retrieval_low_margin,502,1,0,0,1
245140,0,1,FP,risky_pattern_false_alarm:bounds,bounds,3,7,tensorflow,CWE-703,4067,85,0.9419932961463928,0.002238929271697998,1,0,0,0,1,11,6,medium_2k_5k,0,0,method_disagreement,0,1,0,0,1,1,0,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,587,1,0,0,1
245434,0,1,FP,yes_prior_consensus_false_positive,bounds,7,7,gpac,CWE-703,6039,179,0.9483470320701599,0.002192258834838867,0,1,0,0,1,6,6,long_5k_10k,1,0,all_methods_yes,1,0,1,0,1,0,1,repair_checked_absent_or_irrelevant:added_guard,retrieval_low_margin,1433,0,1,0,1
