author_no_yes_correct,author_no_yes_pred,best_ensemble_correct,best_ensemble_pred,bounds_keyword_count,char_len,cwe,error_handling_keyword_count,idx,lifecycle_keyword_count,line_count,memory_api_count,null_keyword_count,old_rag_correct,old_rag_pred,patch_contrast_correct,patch_contrast_pred,positive_weighted_rag_correct,positive_weighted_rag_pred,project,retrieval_pos_neg_margin_max,retrieval_top1_score,target,token_len_approx,yes_only_correct,yes_only_pred,zero_shot_correct,zero_shot_pred,base_pred_column,base_pred,repair_verifier_available,repair_verifier_pred,repair_present,repair_type,repair_confidence,repair_evidence,repair_reason,repair_policy_skip_reason,repair_override,repair_applied_pred,repair_applied_correct
1,0,0,1,5,318,CWE-190,1,225547,0,10,0,0,1,0,0,1,0,1,tensorflow,-0.002357780933380127,0.931581974029541,0,72,0,1,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,Target function computes `sizeof(dummy) + sizeof(dummy.data[0]) * size` without any overflow guard or bounds check on `size`.,"The historical repairs add overflow guards or bounds checks before risky arithmetic, but the target function performs unguarded multiplication (`sizeof(dummy.data[0]) * size`) without any equivalent guard, and the evidence is primarily about bounds/shape checks which this verifier should not reject.",verifier_not_no,0,1,0
0,1,0,1,4,263,CWE-190,5,225552,0,8,1,1,0,1,0,1,1,0,tensorflow,-0.0007597804069519043,0.9447267055511475,0,56,0,1,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function checks `if (alloc_size <= 0) return NULL;` which is a bounds/shape validation for the allocation size, not the same semantic guard as the historical patch.","The historical repair adds a length/bounds check and an overflow guard for data parsing, while the target function is a simple array creator with a size validation; the specific historical guard is absent and the evidence is primarily bounds/shape.",verifier_not_no,0,1,0
0,1,0,1,9,5009,CWE-369,3,225563,0,121,0,3,0,1,0,1,0,1,tensorflow,-0.0012090802192687988,0.9650185704231262,0,1034,0,1,0,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"Target guard checks input_size[i] >= pooling_ratio_[i] for fractional pooling, while the historical repair checks input_indices_in.dim_size(1) == input_shape_in.dim_size(0) for sparse tensor reshaping.","The historical repair obligation checks sparse tensor dimension equality for a reshape operation, which does not map to the target's fractional pooling ratio bounds check, making the existing target guard irrelevant to the historical vulnerability.",verifier_not_no,0,1,0
0,1,0,1,38,8015,CWE-190,51,225566,0,259,4,18,0,1,0,1,0,1,ImageMagick6,0.00982201099395752,0.9999998807907104,0,1826,0,1,0,1,best_ensemble_pred,1,0,,,,,,,,0,1,0
1,0,0,1,0,279,CWE-476,3,226029,0,13,0,1,0,1,1,0,0,1,gpac,0.002764403820037842,0.9431662559509277,0,90,0,1,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,Target function gitn_box_del contains no nameUTF8 field or strlen operations; it only checks `if (ptr == NULL) return;` and `if (ptr->entries)` before freeing.,"The historical repair guards a strlen/UTF8 string access in a completely different box type (HandlerBox), which is absent in the target function (GroupIdToNameBox), making the specific repair obligation irrelevant to this target.",verifier_not_no,0,1,0
0,1,0,1,1,3181,CWE-476,1,226433,0,59,2,0,0,1,0,1,0,1,tensorflow,-0.0016922950744628906,0.9583321213722229,0,647,1,0,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,"Target function contains shape checks for indices, values, and dense_shape, but lacks the specific channel element count guards for FusedBatchNorm operations.","The historical repair adds channel dimension element-count guards for FusedBatchNorm operations, which are entirely absent from the target function that handles SparseTensor slicing; additionally, the historical evidence is primarily bounds/shape checks.",verifier_not_no,0,1,0
0,1,0,1,4,3216,CWE-476,32,227022,2,105,3,15,0,1,0,1,1,0,weechat,0.004722297191619873,0.9251090884208679,0,632,0,1,0,1,best_ensemble_pred,1,0,,,,,,,,0,1,0
0,1,0,1,14,3598,CWE-119,14,228563,0,140,3,5,0,1,0,1,0,1,hhvm,0.010402560234069824,0.9301630854606628,0,938,0,1,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,"Target has overflow checks like `if (integral + thousand_sep.size() * ((integral-1) / 3) < integral)` and `if (reslen + dec_point.size() < dec_point.size())`, which are unrelated to the historical pango integer overflow doubling guard.","The historical repair guards an integer overflow during space doubling in a glyph string, while the target function is a number formatting routine with completely different overflow checks for string length calculation, so the specific historical repair obligation is absent.",verifier_not_no,0,1,0
0,1,0,1,4,486,CWE-787,3,229165,0,20,0,0,0,1,0,1,0,1,qemu,-8.893013000488281e-05,0.9633886814117432,0,115,0,1,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,"No batch overflow guard exists; the TODO comment explicitly acknowledges a missing bounds check: '/* TODO: detect a buffer that's too short, set NEEDS_RESET */'","The historical repair is a bounds/batch overflow guard for a vhost queue array, which is entirely absent from the target function that operates on a different subsystem (virtio-serial) and lacks the specific batch-limiting guard.",verifier_not_no,0,1,0
0,1,0,1,0,1966,CWE-476,8,229337,1,45,0,5,1,0,0,1,1,0,tensorflow,0.014657318592071533,0.9409423470497131,0,410,1,0,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function contains a check `if (tensor->NumElements() == 0)` which is a shape/bounds check, not the historical `bytes_read > to_read` guard.","The historical repair adds a bounds guard for a memcpy operation in a Linux kernel driver, which is completely unrelated to the target TensorFlow function's null pointer dereference (CWE-476) or its existing shape checks.",verifier_not_no,0,1,0
0,1,0,1,4,7404,CWE-787,49,230147,1,157,5,14,0,1,0,1,0,1,glewlwyd,0.005967676639556885,0.9434453248977661,0,1299,0,1,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function uses dynamically allocated memory (o_malloc) for data_signed and performs memcpy operations without bounds checks against a fixed-size buffer, which is fundamentally different from the historical fix that added bounds guards for snprintf into a static buffer.","The historical repair is primarily a bounds/shape check for string concatenation into a static buffer, which is irrelevant to the target's dynamic memory memcpy operations, so the YES should not be rejected.",verifier_not_no,0,1,0
0,1,0,1,16,4486,CWE-703,21,230302,15,160,18,2,0,1,0,1,0,1,njs,0.010451972484588623,0.9708391427993774,0,924,0,1,0,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"Target has a length overflow guard `(length + delta) > NJS_MAX_LENGTH` protecting array allocation/reshape, but the historical repair is a blob size bounds check `2 * (num_advances + num_metrics) > hb_blob_get_length(blob)` protecting blob data access.","The historical repair obligation checks a computed size against a blob length for data access, which does not semantically map to the target's check of an array length delta against a maximum length constant for array reshape/memcpy.",verifier_not_no,0,1,0
0,1,0,1,0,3343,CWE-703,4,230394,3,123,0,0,0,1,0,1,0,1,pjproject,0.0013625621795654297,0.93860924243927,0,807,0,1,0,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The historical repair adds a bounds check (obj->tosend < obj->buffersize) protecting a snprintf buffer write, while the target function is an XML parser with no equivalent buffer-size bounds check protecting a similar sink.","The historical evidence repairs a snprintf buffer overflow in miniupnp, which does not map to any equivalent bounds/shape check protecting a similar sink in the pjproject XML parser target function.",verifier_not_no,0,1,0
0,1,0,1,40,51202,CWE-703,122,231012,0,1841,0,19,0,1,0,1,0,1,mruby,-0.005335330963134766,1.000000238418579,0,11258,0,1,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function is mrb_vm_exec, which does not contain the gc_mark stack clearing logic or the MRB_TT_FREE guard from the historical repair.","The historical repair addresses a use-after-free in a GC stack clearing function, which is entirely absent from the target VM execution function, and the repair signal is primarily a bounds/shape check.",verifier_not_no,0,1,0
0,1,0,1,3,2940,CWE-200,5,231048,0,58,0,1,0,1,1,0,0,1,FreeRTOS-Kernel,-0.0006622076034545898,0.9064436554908752,0,450,0,1,0,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"Target has overflow checks (configASSERT) guarding pvPortMalloc, but these are unrelated to the historical evidence's format check (CHECK_EQ) guarding plane array access.","The historical repair evidence involves a format check (CHECK_EQ) guarding array indexing in Android VPX, which does not map to the same checked variable, bound variable, or sink operation as the FreeRTOS multiplication overflow check guarding allocation.",verifier_not_no,0,1,0
1,0,0,1,1,3434,CWE-703,0,231710,0,83,0,0,0,1,1,0,1,0,mvfst,0.004237353801727295,0.9019692540168762,0,593,0,1,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function contains null/optional checks on cipher objects (e.g., if (zeroRttReadCipher), if (oneRttWriteCipher)) and throws on duplicate cipher, but no dimension/shape consistency guards matching the historical repair.","The historical repair adds tensor dimension/shape consistency guards for TensorFlow batch normalization, which are entirely absent and irrelevant to the QUIC cipher state management in the target function.",verifier_not_no,0,1,0
0,1,0,1,10,5449,CWE-703,13,232287,3,151,0,0,0,1,0,1,0,1,libjpeg,0.0027399063110351562,0.9244685173034668,0,1178,0,1,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,No equivalent guard for zero-length data exists in the target function.,"The historical repair adds a zero-length/null check for DNS response data in php-src, which is completely unrelated to the libjpeg target function's JPEG-LS decoding logic, and the primary repair signal is a bounds/shape check.",verifier_not_no,0,1,0
0,1,0,1,11,6336,CWE-703,13,232289,3,173,0,0,0,1,0,1,0,1,libjpeg,0.005180239677429199,0.9448196887969971,0,1459,0,1,0,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The historical repair evidence initializes a signal handler struct field (ka->sa.sa_restorer = NULL) under a conditional (#ifdef SA_RESTORER) in the Linux kernel, which is semantically unrelated to the target libjpeg function's JPEG-LS scan line and pixel buffer processing.",The historical repair evidence addresses a completely different operation (initializing a signal handler struct field) in a different project (linux) and cannot be mapped to the target function's bounds/shape or null-check obligations for array/buffer access in libjpeg.,verifier_not_no,0,1,0
0,1,0,1,13,15893,CWE-476,51,232329,1,499,1,9,0,1,0,1,0,1,gpac,0.005853891372680664,0.9635515213012695,0,3429,0,1,0,1,best_ensemble_pred,1,1,1,False,added_guard,low,"The historical repair is a NULL check on a newly allocated clist/mailbox_list in libetpan, which is unrelated to the target function's operations in gpac.",The historical repair adds a NULL check for a newly allocated list object in a different project and context; the target function does not contain this specific guard or the vulnerable operation it protects.,verifier_not_no,0,1,0
1,0,0,1,1,2915,CWE-476,1,232405,0,58,2,0,1,0,0,1,1,0,tensorflow,0.0026079416275024414,0.9493675827980042,0,564,0,1,0,1,best_ensemble_pred,1,0,,,,,,,,0,1,0
0,1,0,1,0,1205,CWE-703,1,232839,0,26,2,0,0,1,0,1,1,0,tensorflow,-0.0013327598571777344,0.9646369218826294,0,243,0,1,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,"Target function is QuantileStreamResource creation with guards on epsilon > 0 and num_streams >= 0, completely unrelated to FusedBatchNorm channel dimension checks.","The target function operates on completely different variables and logic (QuantileStreamResource epsilon/num_streams) than the historical repair (FusedBatchNorm channel dimension validation), so the specific repair obligation is absent.",verifier_not_no,0,1,0
0,1,0,1,1,1471,CWE-369,0,233862,0,49,0,0,0,1,1,0,1,0,deark,0.0006301999092102051,0.9487913846969604,0,456,0,1,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,"Target function reads fields directly from file without EOF checks or negative value validation, e.g., `bi->pixelsize = dbuf_getu16be(f, pos+18);`","The historical repair adds EOF and negative-value guards for I/O streams and struct fields, which are absent in the target; additionally, the target's potential vulnerability involves arithmetic division by pixelsize, which is primarily a bounds/shape check issue, making the historical non-bounds guard irrelevant.",verifier_not_no,0,1,0
0,1,0,1,0,3633,CWE-476,11,233867,0,125,0,4,0,1,0,1,0,1,php-src,0.026632487773895264,0.9859155416488647,0,943,0,1,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function contains a stack top bounds check `if (stack->top == 0) { return; }` and `if (stack->top > 1)`, but lacks a null check on the entry pointer returned by `wddx_stack_top` before dereferencing `ent1` or `ent2`.","The historical repair is a null check on a stack peek result in a different project and context, while the target's primary vulnerability pattern is a bounds/shape check (stack->top) which is already present, making the historical evidence irrelevant to this target's specific unguarded dereferences.",verifier_not_no,0,1,0
0,1,0,1,0,4213,CWE-703,11,234731,1,148,1,1,0,1,0,1,0,1,linux,0.005037069320678711,0.9569805860519409,0,830,0,1,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,"Target function uses mutex_lock(&uuid_mutex) and mutex_lock(&fs_info->chunk_mutex) without interruptible variants or EINTR checks, operating on entirely different subsystems (btrfs devices vs i915 contexts).","The historical repair adds a mutex_lock_interruptible guard with an EINTR early return for i915 context IDR operations, which is completely absent and irrelevant to the target's btrfs device removal operations that use plain mutex_lock on different locks.",verifier_not_no,0,1,0
0,1,0,1,166,79225,CWE-125,140,234875,4,2414,37,39,0,1,0,1,0,1,ImageMagick,-0.004742741584777832,1.0,0,13494,0,1,0,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The historical repair bounds a loop iterating over pixel channels using MagickMin of multiple image channel counts, while the target function is a MNG parser that processes chunk data and lacks any equivalent pixel-channel loop or bounds check.","The target function does not contain the same semantic variables, bound, or sink operation as the historical repair, which specifically addresses pixel channel iteration bounds in a complex image operation.",verifier_not_no,0,1,0
0,1,0,1,2,1097,CWE-787,4,235642,4,42,0,0,1,0,1,0,0,1,pjproject,-0.001208961009979248,0.9533566236495972,0,273,0,1,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function contains a bounds check `if (p + 4 > max) return PJLIB_UTIL_EDNSINSIZE;`, which is a different semantic check on different variables than the historical repair.","The historical repair is a bounds/shape overflow guard for a Linux VFIO subsystem (CWE-190), which is entirely unrelated to the pjproject DNS parsing target (CWE-787), and the target's existing bounds check does not match the historical repair obligation.",verifier_not_no,0,1,0
0,1,0,1,10,7660,CWE-787,1,235765,0,163,0,1,0,1,0,1,0,1,tensorflow,0.0031522512435913086,0.9539929628372192,0,1494,0,1,0,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"Target guards `0 <= loc && loc < output_elements` before `output_t(loc)` array access, whereas historical evidence guards `ndims >= 2` before loop/array access on `rhs.dim_size(i)`.","The target function's bounds checks protect a different variable (loc vs output_elements) against a different sink (output_t flat array access) than the historical repair evidence which guards ndims >= 2 for tensor dimension access, so the specific repair obligation is not already present.",verifier_not_no,0,1,0
0,1,0,1,4,339,CWE-703,2,236125,0,10,0,0,0,1,0,1,0,1,gpac,0.0015689730644226074,0.9620280861854553,0,80,0,1,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function contains no guard checking bitstream position before reading data, and directly calls gf_bs_read_data without the historical repair's specific condition.","The historical repair removes a position-check guard and unconditionally calls gf_bs_get_content_no_truncate, while the target function operates on completely different variables and APIs with no equivalent guard present.",verifier_not_no,0,1,0
1,0,1,0,3,1305,CWE-269,3,237885,0,35,0,0,1,0,1,0,1,0,lsquic,0.00020110607147216797,0.9467276930809021,0,222,1,0,1,0,best_ensemble_pred,0,0,,,,,,,,0,0,1
1,0,0,1,3,305,CWE-200,2,238322,1,20,1,0,0,1,0,1,1,0,barebox,-0.0016684532165527344,0.939910352230072,0,86,1,0,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function uses xmalloc (which aborts on failure) and digest_final, lacking any snprintf or similar formatting operation that the historical repair guards.","The historical repair guards snprintf return values and buffer sizing in a loop, which is entirely absent from the target function that performs a simple digest comparison using different APIs and state.",verifier_not_no,0,1,0
0,1,0,1,12,18162,CWE-416,103,238803,3,684,2,43,0,1,1,0,0,1,vim,0.005884289741516113,0.9577686786651611,0,4309,0,1,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function find_pattern_in_path does not contain gchar_cursor(), PBYTE(), or any equivalent guard protecting a byte-write operation on a cursor position.","The historical repair guards a PBYTE operation with a gchar_cursor() != NUL check in a different function (op_replace); the target function lacks this operation and guard entirely, and the top retrieved evidence is primarily a bounds/shape check irrelevant to the target's CWE-416 use-after-free context.",verifier_not_no,0,1,0
0,1,0,1,0,803,CWE-787,5,240276,0,29,0,1,0,1,0,1,0,1,vim,-0.00331193208694458,0.946467399597168,0,205,0,1,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function contains an allocation null-check `alloc(...) == NULL` returning FAIL, but no guard for a zero-byte read or file shrinkage condition.","The historical repair adds a guard for a zero-byte read condition in a file I/O context, which is entirely absent and irrelevant to the target's buffer construction and trailing-space trimming logic.",verifier_not_no,0,1,0
0,1,0,1,14,3658,CWE-369,0,240595,0,75,0,0,0,1,0,1,0,1,tensorflow,0.003684103488922119,0.960565447807312,0,785,0,1,0,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"Target guards N_big <= std::numeric_limits<Index>::max() and params->dim_size(0) <= std::numeric_limits<Index>::max() before scatter operations, which are unrelated to the historical evidence checking input_indices_in.dim_size(1) == input_shape_in.dim_size(0) before ReshapeSparseTensor.","The target function's bounds checks protect different variables (N_big, params->dim_size(0)) against different bounds (numeric_limits<Index>::max()) for different sinks (ScatterFunctor) than the historical evidence which checks input_indices_in.dim_size(1) == input_shape_in.dim_size(0) for ReshapeSparseTensor.",verifier_not_no,0,1,0
0,1,1,0,1,1025,CWE-284,10,241040,0,50,0,2,1,0,1,0,1,0,booth,0.001924753189086914,0.9564363956451416,0,268,1,0,1,0,best_ensemble_pred,0,0,,,,,,,,0,0,1
1,0,1,0,0,273,CWE-787,1,241311,0,13,0,0,1,0,1,0,1,0,mruby,-0.9457029700279236,0.951144814491272,0,76,1,0,1,0,best_ensemble_pred,0,0,,,,,,,,0,0,1
0,1,0,1,8,10312,CWE-354,3,241369,2,234,4,0,1,0,0,1,1,0,tensorflow,0.007905125617980957,0.9436521530151367,0,1981,1,0,1,0,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"Target has OP_REQUIRES_ASYNC checks for matrix dimensions (e.g., input.dim_size(ndims - 2) == n), but these protect a different sink (matrix solve) and involve different semantic variables than the historical evidence (sparse tensor reshape requiring input_indices_in.dim_size(1) == input_shape_in.dim_size(0)).","The historical repair checks sparse tensor indices/shape dimensions before a reshape operation, while the target checks dense matrix dimensions before a linear algebra solve, so the exact bounds/shape repair obligation is not present in the target.",verifier_not_no,0,1,0
1,0,0,1,3,517,CWE-703,1,242619,1,17,0,1,1,0,1,0,0,1,tensorflow,0.0,0.9504944682121277,0,136,0,1,1,0,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"Target guard checks tuple.size() == ctx->num_outputs() before ctx->set_output(i, tuple[i]), which is unrelated to the historical repair checking input_indices_in.dim_size(1) == input_shape_in.dim_size(0) before ReshapeSparseTensor.","The target function's bounds check guards a different variable, bound, and sink operation than the historical repair evidence, so the specific repair obligation is not present.",verifier_not_no,0,1,0
0,1,0,1,7,12031,CWE-703,26,242637,0,365,2,4,1,0,0,1,1,0,gpac,0.004747152328491211,0.9511579275131226,0,2428,0,1,0,1,best_ensemble_pred,1,0,,,,,,,,0,1,0
1,0,0,1,1,2578,CWE-125,1,242899,0,54,0,1,1,0,0,1,1,0,tensorflow,0.004975378513336182,0.9257679581642151,0,464,1,0,1,0,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,medium,"Target has OP_REQUIRES_ASYNC checks for IsMatrix, IsVector, IsScalar, and dim_size(0)==dim_size(0) on its inputs, but these map to different semantic variables and bounds than the historical evidence which checks input_indices_in.dim_size(1) == input_shape_in.dim_size(0) for ReshapeSparseTensor.","The target function's shape checks do not map to the same semantic variables, bounds, or sink operation as the historical repair evidence, which specifically guards a ReshapeSparseTensor operation against a rank/length mismatch between indices and shape.",verifier_not_no,0,1,0
0,1,0,1,8,2303,CWE-20,10,242926,0,60,0,0,1,0,0,1,1,0,tensorflow,0.0002181529998779297,0.9550331830978394,0,502,1,0,0,1,best_ensemble_pred,1,0,,,,,,,,0,1,0
1,0,0,1,11,4067,CWE-703,6,245140,0,85,0,0,1,0,0,1,1,0,tensorflow,0.002238929271697998,0.9419932961463928,0,587,1,0,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,"Target function contains size checks for OpInputList and example_labels, but lacks the specific flat_values shape compatibility guard for ragged tensor components.","The historical repair adds a shape compatibility guard for ragged tensor flat_values which is entirely absent from the target function, which operates on a different data structure (SdcaExamples).",verifier_not_no,0,1,0
0,1,0,1,6,6039,CWE-703,6,245434,1,179,0,1,0,1,0,1,0,1,gpac,0.002192258834838867,0.9483470320701599,0,1433,0,1,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,N/A,"The historical repair is a bounds/shape check for I2C SMBUS block data in the Linux kernel, which is completely unrelated to the target function's operations in the gpac project; the target lacks any equivalent guard, and the evidence is primarily bounds/shape.",verifier_not_no,0,1,0
1,0,1,0,0,1071,CWE-476,4,245921,0,24,0,3,1,0,1,0,1,0,tensorflow,-0.0002371072769165039,0.9027320742607117,0,216,1,0,1,0,best_ensemble_pred,0,0,,,,,,,,0,0,1
1,0,0,1,0,420,CWE-125,1,246207,0,10,0,0,1,0,0,1,1,0,tensorflow,0.0032930374145507812,0.9372918605804443,0,125,0,1,1,0,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,medium,"Target has a WithRank(input(0), 2) check, but lacks the cross-input equality check (dim_size(1) == dim_size(0)) and the IsVector check on input(1) required by the historical repair.","The target's WithRank check only validates the rank of one input, failing to satisfy the historical repair's obligation to validate the second input's shape and enforce a cross-input dimension equality constraint before the sink.",verifier_not_no,0,1,0
0,1,0,1,16,12980,CWE-703,3,246237,0,281,0,0,0,1,1,0,1,0,furnace,0.0039899349212646484,0.9327089786529541,0,2945,0,1,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,"No cmap or colormap pointer null/bounds guard exists in the target; the historical repair is a bounds/null check on a color map array, which is irrelevant to the target's GUI pattern rendering logic.","The historical repair adds a null/bounds guard for a color map pointer (cmap) before accessing its array, which is completely absent and irrelevant to the target's patternRow GUI rendering function that operates on different data structures.",verifier_not_no,0,1,0
0,1,0,1,1,1915,CWE-369,2,246495,0,45,0,0,1,0,0,1,0,1,tensorflow,0.0,0.9473526477813721,0,363,1,0,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"TF_LITE_CHECK_DIV_NON_ZERO macro iterates over input2_data and checks `TF_LITE_ENSURE(context, input2_data[i] != 0);` before calling EvalDiv for INT32 and UINT8 types.","The target function already contains an explicit zero-divisor guard (`TF_LITE_CHECK_DIV_NON_ZERO`) that iterates over the divisor tensor and blocks execution via `TF_LITE_ENSURE` if any element is zero, satisfying the exact repair obligation for CWE-369.",,1,0,1
0,1,0,1,5,1877,CWE-787,4,246693,0,65,0,0,0,1,0,1,0,1,gpac,0.0,0.9662302732467651,0,433,0,1,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target uses ISOM_DECREASE_SIZE macro for size tracking and has a basic division check for entry_count, but lacks the specific bounds/shape guard (e.g., count > ARRAY_LENGTH or offset + size >= buf_size) matching the historical repair.","The historical repair adds a bounds/shape check guard which is primarily a bounds_or_shape_check, and the target lacks this specific bounds guard, so the YES should not be rejected.",verifier_not_no,0,1,0
0,1,0,1,3,3983,CWE-703,2,247290,0,88,0,2,0,1,0,1,0,1,tensorflow,-0.0030861496925354004,0.938434898853302,0,854,0,1,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,"Target function contains OP_REQUIRES checks for input_min.dim_size(0) == depth, input_max.dim_size(0) == depth, input_min.NumElements() == depth, and input.dim_size(3) == depth, but these are shape/bounds checks for a different operation (quantization calibration) and do not match the historical repair's semantic guard over scale/offset/mean/variance.","The historical repair adds semantic guards ensuring scale, offset, estimated_mean, and estimated_variance have the correct number of elements matching the channel dimension for FusedBatchNorm, which is absent in the target function that performs a completely different operation (quantization calibration) with different variables.",verifier_not_no,0,1,0
0,1,0,1,2,1625,CWE-284,7,247337,1,76,1,3,0,1,0,1,0,1,rpm,0.003366529941558838,0.954359233379364,0,410,0,1,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,No guard matching 'klen + 15 > size' exists in the target function; the historical repair is a bounds/shape check for a different project and different variables.,"The historical repair adds a bounds/shape check (klen + 15 > size) for libextractor which is entirely absent and irrelevant to the rpm target function, so the YES should not be rejected.",verifier_not_no,0,1,0
0,1,0,1,11,2972,CWE-362,3,247550,10,62,0,2,0,1,1,0,1,0,envoy,0.0003101229667663574,0.9403511881828308,0,632,0,1,0,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,low,"The historical evidence involves Chrome CWE-79 string replacement and WAVM null-pointer guards, which are unrelated to the Envoy CWE-362 cryptographic digest update operations.","The historical repair evidence addresses completely different vulnerability types (XSS string manipulation and null-pointer dereference) and operations than the target function's cryptographic digest updates, making it impossible to map a bounds/shape repair obligation to the target.",verifier_not_no,0,1,0
1,0,0,1,0,1215,CWE-399,4,247755,0,41,0,0,1,0,1,0,1,0,cryptopp,-0.002728879451751709,0.92615807056427,0,335,1,0,0,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The historical evidence adds a minimum bit-length bounds check (r_nbits < 96) for a random blinding value before allocation and use in RSA exponentiation, while the target function uses a different blinding approach (squaring a random integer) without any equivalent bit-length bounds check.","The target function lacks the specific minimum bit-length bounds check for the random blinding variable that the historical evidence requires, as it uses a fundamentally different blinding mechanism without equivalent size validation.",verifier_not_no,0,1,0
0,1,0,1,13,7435,CWE-369,8,249510,13,214,18,1,0,1,0,1,0,1,libjxl,0.004830658435821533,0.9535616636276245,0,1704,0,1,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,"The target function contains bounds checks like `w > cMaxPNGSize || h > cMaxPNGSize` and `w0 > cMaxPNGSize || h0 > cMaxPNGSize || x0 + w0 > w || y0 + h0 > h`, but no guard matching the historical `size >= sizeof(buffer) - overhead` pattern for a FIFO overflow.","The historical repair is a bounds/shape check for a specific FIFO buffer overflow in a different project (qemu) with different variables and operations, and the target function does not contain the same semantic guard protecting the same risky operation.",verifier_not_no,0,1,0
0,1,0,1,0,2973,CWE-476,11,249989,1,79,0,2,1,0,0,1,0,1,gpac,0.004356443881988525,0.9424921870231628,0,635,0,1,0,1,best_ensemble_pred,1,0,,,,,,,,0,1,0
0,1,0,1,0,959,CWE-552,5,250692,0,26,0,0,0,1,0,1,0,1,drogon,0.0035899877548217773,0.9423331022262573,0,198,0,1,0,1,best_ensemble_pred,1,1,1,False,added_guard,high,The target function contains no is_legal_file or equivalent path traversal sanitization guard before resolving and accessing the filesystem path.,"The historical repair adds an is_legal_file guard to prevent path traversal, which is absent in the target function that resolves relative paths and accesses the filesystem without such sanitization.",verifier_not_no,0,1,0
0,1,0,1,0,4315,CWE-369,3,251946,1,92,0,3,1,0,1,0,1,0,tensorflow,0.0016223788261413574,0.9095786809921265,0,761,0,1,0,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The target function contains no OP_REQUIRES or TensorShapeUtils::IsScalar checks, and its array accesses and loop bounds operate on params.broadcast_shape values without bounds validation.","The historical repair adds IsScalar shape checks before flat<T>()(0) access on TensorFlow tensors, while the target function is a TFLite broadcast loop using unchecked broadcast_shape indices and raw pointer arithmetic, making the operations and variables fundamentally different.",verifier_not_no,0,1,0
0,1,0,1,25,10240,CWE-20,40,252437,0,282,5,0,0,1,0,1,0,1,tinyexr,0.00923067331314087,0.9484859108924866,0,2029,0,1,0,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,low,"Target checks `total_data_len >= 0x4000000000` for `data_width * data_height * num_channels`, while the historical repair checks `width * abs(height) < numeric_limits<int32_t>::max() / 8` for a different offset calculation sink.","The historical repair obligation checks a different semantic variable (width * abs(height) vs data_width * data_height * num_channels) against a different bound (2^30 vs 0x4000000000) protecting a different sink (offset calculation vs allocation), so the exact repair obligation is not present in the target.",verifier_not_no,0,1,0
